Geo,Year,Latitude,Longitude
510030103031,2024,37.98888629,-78.41410863
510030103031,2045,37.98888629,-78.41410863
510030103032,2024,38.13472053,-78.44312579
510030103032,2045,38.13472053,-78.44312579
510030103033,2024,38.13337073,-78.41604165
510030103033,2045,38.13337073,-78.41604165
510030104011,2024,38.000886,-78.39357706
510030104011,2045,38.000886,-78.39357706
510030104012,2024,38.04074159,-78.43092379
510030104012,2045,38.04074159,-78.43092379
510030104013,2024,38.02295373,-78.44395063
510030104013,2045,38.02295373,-78.44395063
510030104021,2024,38.10250169,-78.44225161
510030104021,2045,38.10250169,-78.44225161
510030104022,2024,38.12402539,-78.43254794
510030104022,2045,38.12402539,-78.43254794
510030104023,2024,38.11388529,-78.43792774
510030104023,2045,38.11388529,-78.43792774
510030105011,2024,38.1137624,-78.35659993
510030105011,2045,38.1137624,-78.35659993
510030105012,2024,38.03000202,-78.35155072
510030105012,2045,38.03000202,-78.35155072
510030105021,2024,37.9808241,-78.35748554
510030105021,2045,37.9808241,-78.35748554
510030105022,2024,38.09127564,-78.27558581
510030105022,2045,38.09127564,-78.27558581
510030105023,2024,38.0359542,-78.44877344
510030105023,2045,38.0359542,-78.44877344
510030106021,2024,38.07199238,-78.45243175
510030106021,2045,38.07199238,-78.45243175
510030106022,2024,38.07040363,-78.4743963
510030106022,2045,38.07040363,-78.4743963
510030106023,2024,38.0820311,-78.45721464
510030106023,2045,38.0820311,-78.45721464
510030106031,2024,38.07146551,-78.49618129
510030106031,2045,38.07146551,-78.49618129
510030106032,2024,38.06206118,-78.50247797
510030106032,2045,38.06206118,-78.50247797
510030106041,2024,38.05755382,-78.51673164
510030106041,2045,38.05755382,-78.51673164
510030106042,2024,38.08053829,-78.50286643
510030106042,2045,38.08053829,-78.50286643
510030106043,2024,38.07795487,-78.67498931
510030106043,2045,38.07795487,-78.67498931
510030107011,2024,38.06902037,-78.70092211
510030107011,2045,38.06902037,-78.70092211
510030107012,2024,38.08569491,-78.70861374
510030107012,2045,38.08569491,-78.70861374
510030107021,2024,38.05728097,-78.68086489
510030107021,2045,38.05728097,-78.68086489
510030107022,2024,38.05064996,-78.70478414
510030107022,2045,38.05064996,-78.70478414
510030107023,2024,37.97046394,-78.70569259
510030107023,2045,37.97046394,-78.70569259
510030108011,2024,37.94024853,-78.63867538
510030108011,2045,37.94024853,-78.63867538
510030108012,2024,38.01421791,-78.53566089
510030108012,2045,38.01421791,-78.53566089
510030108013,2024,37.99791478,-78.58981552
510030108013,2045,37.99791478,-78.58981552
510030108021,2024,37.98325693,-78.51881681
510030108021,2045,37.98325693,-78.51881681
510030108022,2024,37.88360452,-78.51808091
510030108022,2045,37.88360452,-78.51808091
510030109011,2024,37.95552386,-78.55605332
510030109011,2045,37.95552386,-78.55605332
510030109012,2024,37.95371725,-78.50080299
510030109012,2045,37.95371725,-78.50080299
510030109041,2024,38.01418413,-78.52190585
510030109041,2045,38.01418413,-78.52190585
510030109042,2024,38.00113771,-78.49052201
510030109042,2045,38.00113771,-78.49052201
510030109043,2024,38.00568007,-78.49974671
510030109043,2045,38.00568007,-78.49974671
510030110001,2024,37.84191727,-78.56496751
510030110001,2045,37.84191727,-78.56496751
510030110002,2024,37.87372853,-78.67995859
510030110002,2045,37.87372853,-78.67995859
510030110003,2024,37.82829989,-79.91534774
510030110003,2045,37.82829989,-79.91534774
510030110004,2024,37.7222171,-79.97329121
510030110004,2045,37.7222171,-79.97329121
510030110005,2024,37.8702741,-80.06220068
510030110005,2045,37.8702741,-80.06220068
510030111011,2024,37.75852861,-80.15470791
510030111011,2045,37.75852861,-80.15470791
510030111012,2024,37.28394099,-78.03519658
510030111012,2045,37.28394099,-78.03519658
510030111013,2024,37.3382336,-77.90784131
510030111013,2045,37.3382336,-77.90784131
510030111021,2024,37.27946211,-77.91873872
510030111021,2045,37.27946211,-77.91873872
510030111022,2024,37.24843665,-77.77702165
510030111022,2045,37.24843665,-77.77702165
510030111031,2024,37.59664139,-79.12060045
510030111031,2045,37.59664139,-79.12060045
510030111032,2024,37.54549236,-79.05605245
510030111032,2045,37.54549236,-79.05605245
510030111033,2024,37.35379192,-78.82632769
510030111033,2045,37.35379192,-78.82632769
510030111034,2024,37.37260219,-78.69217582
510030111034,2045,37.37260219,-78.69217582
510030111035,2024,37.27015219,-78.71213578
510030111035,2045,37.27015219,-78.71213578
510030112011,2024,38.05801598,-78.45724017
510030112011,2045,38.05801598,-78.45724017
510030112012,2024,38.05432152,-78.46605113
510030112012,2045,38.05432152,-78.46605113
510030112013,2024,38.05091627,-78.51682144
510030112013,2045,38.05091627,-78.51682144
510030112021,2024,38.03638954,-78.52163981
510030112021,2045,38.03638954,-78.52163981
510030112022,2024,38.0744656,-78.47649829
510030112022,2045,38.0744656,-78.47649829
510030112023,2024,38.07536557,-78.48823997
510030112023,2045,38.07536557,-78.48823997
510030112024,2024,38.09236605,-78.45890198
510030112024,2045,38.09236605,-78.45890198
510030113011,2024,38.08062172,-78.46937447
510030113011,2045,38.08062172,-78.46937447
510030113012,2024,38.08170255,-78.48109302
510030113012,2045,38.08170255,-78.48109302
510030113013,2024,38.06862822,-78.49064057
510030113013,2045,38.06862822,-78.49064057
510030113014,2024,38.08036904,-78.4894324
510030113014,2045,38.08036904,-78.4894324
510030113015,2024,38.06729897,-78.50037389
510030113015,2045,38.06729897,-78.50037389
510030113021,2024,38.06491577,-78.51046747
510030113021,2045,38.06491577,-78.51046747
510030113022,2024,38.05820025,-78.71505753
510030113022,2045,38.05820025,-78.71505753
510030113023,2024,38.04729898,-78.51032811
510030113023,2045,38.04729898,-78.51032811
510030113024,2024,38.03613582,-78.50443342
510030113024,2045,38.03613582,-78.50443342
510030113031,2024,38.03308469,-78.51232267
510030113031,2045,38.03308469,-78.51232267
510030113032,2024,38.07777366,-78.55639897
510030113032,2045,38.07777366,-78.55639897
510030114001,2024,37.9346441,-78.43374347
510030114001,2045,37.9346441,-78.43374347
510030114002,2024,38.03810541,-78.54437933
510030114002,2045,38.03810541,-78.54437933
510030114003,2024,38.07612829,-78.61003196
510030114003,2045,38.07612829,-78.61003196
510030114004,2024,38.06367438,-78.76859621
510030114004,2045,38.06367438,-78.76859621
510050701001,2024,38.04287018,-78.60932303
510050701001,2045,38.04287018,-78.60932303
510050701002,2024,38.06868829,-78.58170145
510050701002,2045,38.06868829,-78.58170145
510050701003,2024,37.78417015,-78.61291441
510050701003,2045,37.78417015,-78.61291441
510050701004,2024,38.0633931,-78.67985649
510050701004,2045,38.0633931,-78.67985649
510050801001,2024,38.05893889,-78.70669663
510050801001,2045,38.05893889,-78.70669663
510050801002,2024,38.06591013,-78.7111986
510050801002,2045,38.06591013,-78.7111986
510050801003,2024,38.07221205,-78.71684817
510050801003,2045,38.07221205,-78.71684817
510050802011,2024,38.01367573,-78.75626762
510050802011,2045,38.01367573,-78.75626762
510050802012,2024,37.78821756,-78.50369111
510050802012,2045,37.78821756,-78.50369111
510050802021,2024,37.99334126,-78.53691292
510050802021,2045,37.99334126,-78.53691292
510050802022,2024,38.00147563,-78.51814531
510050802022,2045,38.00147563,-78.51814531
510050802023,2024,38.00825284,-78.51441337
510050802023,2045,38.00825284,-78.51441337
510050803011,2024,38.00751852,-78.52410089
510050803011,2045,38.00751852,-78.52410089
510050803021,2024,37.81468841,-79.83651114
510050803021,2045,37.81468841,-79.83651114
510050803022,2024,37.80843406,-79.77752447
510050803022,2045,37.80843406,-79.77752447
510079301011,2024,37.77053594,-79.87267994
510079301011,2045,37.77053594,-79.87267994
510079301012,2024,37.6792864,-80.19273353
510079301012,2045,37.6792864,-80.19273353
510079301021,2024,37.8211956,-79.82910405
510079301021,2045,37.8211956,-79.82910405
510079301022,2024,37.82183477,-79.82145317
510079301022,2045,37.82183477,-79.82145317
510079301023,2024,37.82189747,-79.80600892
510079301023,2045,37.82189747,-79.80600892
510079302001,2024,37.83750788,-79.73685836
510079302001,2045,37.83750788,-79.73685836
510079302002,2024,37.89556493,-79.94830801
510079302002,2045,37.89556493,-79.94830801
510079302003,2024,37.76752183,-79.97017904
510079302003,2045,37.76752183,-79.97017904
510079302004,2024,37.69329907,-80.07230016
510079302004,2045,37.69329907,-80.07230016
510090101001,2024,37.36265757,-78.17003064
510090101001,2045,37.36265757,-78.17003064
510090101002,2024,37.32387459,-78.09815591
510090101002,2045,37.32387459,-78.09815591
510090101003,2024,37.4336618,-77.91768947
510090101003,2045,37.4336618,-77.91768947
510090101004,2024,37.37359598,-77.94769409
510090101004,2045,37.37359598,-77.94769409
510090102011,2024,37.42705874,-78.05209585
510090102011,2045,37.42705874,-78.05209585
510090102012,2024,37.64524585,-78.98944085
510090102012,2045,37.64524585,-78.98944085
510090102013,2024,37.44457069,-79.11167427
510090102013,2045,37.44457069,-79.11167427
510090102021,2024,37.66645512,-79.07179453
510090102021,2045,37.66645512,-79.07179453
510090102022,2024,37.50597903,-79.11121226
510090102022,2045,37.50597903,-79.11121226
510090103001,2024,37.6977681,-79.15932628
510090103001,2045,37.6977681,-79.15932628
510090103002,2024,37.4875036,-79.19007851
510090103002,2045,37.4875036,-79.19007851
510090103003,2024,37.46947769,-79.03329522
510090103003,2045,37.46947769,-79.03329522
510090104011,2024,37.6504342,-79.28150701
510090104011,2045,37.6504342,-79.28150701
510090104012,2024,37.47555746,-79.13327445
510090104012,2045,37.47555746,-79.13327445
510090104021,2024,37.59085069,-79.03433046
510090104021,2045,37.59085069,-79.03433046
510090104022,2024,37.50927449,-79.14312339
510090104022,2045,37.50927449,-79.14312339
510090105041,2024,37.5660564,-79.07134367
510090105041,2045,37.5660564,-79.07134367
510090105042,2024,37.43369907,-79.11840691
510090105042,2045,37.43369907,-79.11840691
510090105043,2024,37.45142153,-79.09879732
510090105043,2045,37.45142153,-79.09879732
510090105051,2024,37.4130768,-79.12104593
510090105051,2045,37.4130768,-79.12104593
510090105061,2024,37.5410276,-78.96898285
510090105061,2045,37.5410276,-78.96898285
510090106001,2024,37.54576714,-79.19011067
510090106001,2045,37.54576714,-79.19011067
510090106002,2024,37.4481539,-79.13921248
510090106002,2045,37.4481539,-79.13921248
510110401011,2024,37.49860037,-79.0736286
510110401011,2045,37.49860037,-79.0736286
510110401012,2024,37.47397275,-79.09670938
510110401012,2045,37.47397275,-79.09670938
510110401021,2024,37.42305987,-79.06905381
510110401021,2045,37.42305987,-79.06905381
510110401022,2024,37.32326157,-78.90052742
510110401022,2045,37.32326157,-78.90052742
510110401023,2024,37.32139548,-78.81767615
510110401023,2045,37.32139548,-78.81767615
510110402001,2024,37.36733254,-78.80468831
510110402001,2045,37.36733254,-78.80468831
510110402002,2024,37.38986201,-78.85591175
510110402002,2045,37.38986201,-78.85591175
510110402003,2024,37.46801414,-78.77797824
510110402003,2045,37.46801414,-78.77797824
510110403001,2024,37.4620666,-78.8637361
510110403001,2045,37.4620666,-78.8637361
510110403002,2024,37.42086174,-78.95158458
510110403002,2045,37.42086174,-78.95158458
510110403003,2024,37.31391636,-78.74402747
510110403003,2045,37.31391636,-78.74402747
510110403004,2024,37.26039463,-78.83390059
510110403004,2045,37.26039463,-78.83390059
510131001001,2024,38.89362768,-77.11000994
510131001001,2045,38.89362768,-77.11000994
510131001002,2024,38.89287031,-77.12742405
510131001002,2045,38.89287031,-77.12742405
510131001003,2024,38.88963888,-77.0732258
510131001003,2045,38.88963888,-77.0732258
510131001004,2024,38.86482459,-77.09013466
510131001004,2045,38.86482459,-77.09013466
510131002001,2024,38.89391303,-77.16540818
510131002001,2045,38.89391303,-77.16540818
510131002002,2024,38.89375491,-77.15481931
510131002002,2045,38.89375491,-77.15481931
510131002003,2024,38.89897427,-77.15979739
510131002003,2045,38.89897427,-77.15979739
510131002004,2024,38.89835365,-77.15058881
510131002004,2045,38.89835365,-77.15058881
510131002005,2024,38.9041594,-77.15341913
510131002005,2045,38.9041594,-77.15341913
510131003001,2024,38.90285532,-77.13338894
510131003001,2045,38.90285532,-77.13338894
510131003002,2024,38.90792762,-77.14420859
510131003002,2045,38.90792762,-77.14420859
510131003003,2024,38.89923923,-77.13707653
510131003003,2045,38.89923923,-77.13707653
510131003004,2024,38.89952981,-77.14275335
510131003004,2045,38.89952981,-77.14275335
510131003005,2024,38.92561137,-77.12672547
510131003005,2045,38.92561137,-77.12672547
510131004001,2024,38.91131553,-77.1072755
510131004001,2045,38.91131553,-77.1072755
510131004002,2024,38.8905353,-77.11685201
510131004002,2045,38.8905353,-77.11685201
510131004003,2024,38.87282439,-77.12979639
510131004003,2045,38.87282439,-77.12979639
510131005001,2024,38.85500043,-77.1205627
510131005001,2045,38.85500043,-77.1205627
510131005002,2024,38.91837602,-77.12763247
510131005002,2045,38.91837602,-77.12763247
510131005003,2024,38.92024231,-77.11510948
510131005003,2045,38.92024231,-77.11510948
510131005004,2024,38.8932921,-77.14199163
510131005004,2045,38.8932921,-77.14199163
510131006001,2024,38.87815087,-77.12926947
510131006001,2045,38.87815087,-77.12926947
510131006002,2024,38.91292799,-77.13804056
510131006002,2045,38.91292799,-77.13804056
510131006003,2024,38.91202799,-77.12904082
510131006003,2045,38.91202799,-77.12904082
510131007001,2024,38.9103588,-77.12209541
510131007001,2045,38.9103588,-77.12209541
510131007002,2024,38.90365388,-77.09676773
510131007002,2045,38.90365388,-77.09676773
510131007003,2024,38.86597785,-77.08432247
510131007003,2045,38.86597785,-77.08432247
510131007004,2024,38.89832785,-77.10154957
510131007004,2045,38.89832785,-77.10154957
510131007005,2024,38.9009207,-77.11004308
510131007005,2045,38.9009207,-77.11004308
510131007006,2024,38.90429541,-77.11615957
510131007006,2045,38.90429541,-77.11615957
510131008001,2024,38.90149407,-77.12401181
510131008001,2045,38.90149407,-77.12401181
510131008002,2024,38.89350607,-77.10439942
510131008002,2045,38.89350607,-77.10439942
510131009001,2024,38.89368964,-77.11322591
510131009001,2045,38.89368964,-77.11322591
510131009002,2024,38.89955198,-77.08175627
510131009002,2045,38.89955198,-77.08175627
510131009003,2024,38.89604071,-77.11677125
510131009003,2045,38.89604071,-77.11677125
510131009004,2024,38.88389717,-77.12368599
510131009004,2045,38.88389717,-77.12368599
510131010001,2024,38.88856901,-77.12167738
510131010001,2045,38.88856901,-77.12167738
510131010002,2024,38.89685798,-77.12040724
510131010002,2045,38.89685798,-77.12040724
510131010003,2024,38.88886892,-77.15742255
510131010003,2045,38.88886892,-77.15742255
510131010004,2024,38.89423714,-77.12293322
510131010004,2045,38.89423714,-77.12293322
510131011001,2024,38.89616719,-77.12872761
510131011001,2045,38.89616719,-77.12872761
510131011002,2024,38.89125173,-77.13294676
510131011002,2045,38.89125173,-77.13294676
510131011003,2024,38.8863299,-77.13037258
510131011003,2045,38.8863299,-77.13037258
510131011004,2024,38.88179931,-77.13002588
510131011004,2045,38.88179931,-77.13002588
510131011005,2024,38.88222512,-77.13588671
510131011005,2045,38.88222512,-77.13588671
510131012001,2024,38.89023229,-77.1386526
510131012001,2045,38.89023229,-77.1386526
510131012002,2024,38.88323324,-77.14064809
510131012002,2045,38.88323324,-77.14064809
510131012003,2024,38.88678826,-77.14289036
510131012003,2045,38.88678826,-77.14289036
510131013001,2024,38.89057101,-77.14822415
510131013001,2045,38.89057101,-77.14822415
510131013002,2024,38.88590467,-77.15001677
510131013002,2045,38.88590467,-77.15001677
510131013003,2024,38.87983988,-77.14997484
510131013003,2045,38.87983988,-77.14997484
510131013004,2024,38.88488866,-77.15915422
510131013004,2045,38.88488866,-77.15915422
510131013005,2024,38.8700463,-77.13589022
510131013005,2045,38.8700463,-77.13589022
510131013006,2024,38.86458385,-77.12496393
510131013006,2045,38.86458385,-77.12496393
510131014011,2024,38.87600231,-77.139125
510131014011,2045,38.87600231,-77.139125
510131014021,2024,38.8776454,-77.14386944
510131014021,2045,38.8776454,-77.14386944
510131014022,2024,38.86997167,-77.11505216
510131014022,2045,38.86997167,-77.11505216
510131014051,2024,38.87706103,-77.11582106
510131014051,2045,38.87706103,-77.11582106
510131014052,2024,38.87429167,-77.12334123
510131014052,2045,38.87429167,-77.12334123
510131014061,2024,38.86998548,-77.12126927
510131014061,2045,38.86998548,-77.12126927
510131014062,2024,38.86549849,-77.10989075
510131014062,2045,38.86549849,-77.10989075
510131014063,2024,38.88171734,-77.11810793
510131014063,2045,38.88171734,-77.11810793
510131014071,2024,38.88636974,-77.1129573
510131014071,2045,38.88636974,-77.1129573
510131014072,2024,38.87623733,-77.10994741
510131014072,2045,38.87623733,-77.10994741
510131014073,2024,38.88416431,-77.11089141
510131014073,2045,38.88416431,-77.11089141
510131014081,2024,38.89287465,-77.09707216
510131014081,2045,38.89287465,-77.09707216
510131014082,2024,38.89911003,-77.07383664
510131014082,2045,38.89911003,-77.07383664
510131014091,2024,38.8810715,-77.10561993
510131014091,2045,38.8810715,-77.10561993
510131014092,2024,38.88011515,-77.10712627
510131014092,2045,38.88011515,-77.10712627
510131015011,2024,38.88212929,-77.10492267
510131015011,2045,38.88212929,-77.10492267
510131015012,2024,38.88112457,-77.10980204
510131015012,2045,38.88112457,-77.10980204
510131015013,2024,38.8835352,-77.108753
510131015013,2045,38.8835352,-77.108753
510131015021,2024,38.88125026,-77.10845658
510131015021,2045,38.88125026,-77.10845658
510131015022,2024,38.88732471,-77.08477096
510131015022,2045,38.88732471,-77.08477096
510131015023,2024,38.87017806,-77.11005292
510131015023,2045,38.87017806,-77.11005292
510131015031,2024,38.88328064,-77.10169136
510131015031,2045,38.88328064,-77.10169136
510131015032,2024,38.87865762,-77.10849479
510131015032,2045,38.87865762,-77.10849479
510131015033,2024,38.88121394,-77.11400651
510131015033,2045,38.88121394,-77.11400651
510131016011,2024,38.89364901,-77.06952313
510131016011,2045,38.89364901,-77.06952313
510131016012,2024,38.88436898,-77.10595831
510131016012,2045,38.88436898,-77.10595831
510131016021,2024,38.87897009,-77.11088502
510131016021,2045,38.87897009,-77.11088502
510131016022,2024,38.88112867,-77.11146185
510131016022,2045,38.88112867,-77.11146185
510131016031,2024,38.89201894,-77.088517
510131016031,2045,38.89201894,-77.088517
510131016032,2024,38.89631869,-77.09299295
510131016032,2045,38.89631869,-77.09299295
510131016033,2024,38.88965306,-77.10247768
510131016033,2045,38.88965306,-77.10247768
510131016034,2024,38.88503346,-77.10215233
510131016034,2045,38.88503346,-77.10215233
510131016035,2024,38.86061702,-77.10527313
510131016035,2045,38.86061702,-77.10527313
510131017011,2024,38.89687804,-77.08892406
510131017011,2045,38.89687804,-77.08892406
510131017012,2024,38.8964252,-77.0868289
510131017012,2045,38.8964252,-77.0868289
510131017013,2024,38.89727411,-77.07597787
510131017013,2045,38.89727411,-77.07597787
510131017031,2024,38.89583637,-77.07616407
510131017031,2045,38.89583637,-77.07616407
510131017032,2024,38.88734417,-77.08925587
510131017032,2045,38.88734417,-77.08925587
510131017041,2024,38.86275286,-77.09783143
510131017041,2045,38.86275286,-77.09783143
510131017042,2024,38.89386868,-77.09064822
510131017042,2045,38.89386868,-77.09064822
510131017051,2024,38.88858528,-77.09594337
510131017051,2045,38.88858528,-77.09594337
510131017052,2024,38.88758384,-77.09244464
510131017052,2045,38.88758384,-77.09244464
510131017053,2024,38.88282516,-77.09328622
510131017053,2045,38.88282516,-77.09328622
510131018011,2024,38.89514371,-77.08436734
510131018011,2045,38.89514371,-77.08436734
510131018012,2024,38.89543316,-77.07990174
510131018012,2045,38.89543316,-77.07990174
510131018013,2024,38.89316616,-77.0833659
510131018013,2045,38.89316616,-77.0833659
510131018031,2024,38.89495792,-77.07623763
510131018031,2045,38.89495792,-77.07623763
510131018032,2024,38.88267641,-77.0860029
510131018032,2045,38.88267641,-77.0860029
510131018033,2024,38.87195606,-77.10566601
510131018033,2045,38.87195606,-77.10566601
510131018034,2024,38.89625948,-77.07084351
510131018034,2045,38.89625948,-77.07084351
510131018041,2024,38.87450449,-77.11133067
510131018041,2045,38.87450449,-77.11133067
510131018042,2024,38.88826918,-77.08095216
510131018042,2045,38.88826918,-77.08095216
510131018051,2024,38.89151452,-77.08109348
510131018051,2045,38.89151452,-77.08109348
510131018052,2024,38.88969564,-77.08221449
510131018052,2045,38.88969564,-77.08221449
510131018053,2024,38.86037179,-77.11065715
510131018053,2045,38.86037179,-77.11065715
510131019001,2024,38.88892907,-77.07694549
510131019001,2045,38.88892907,-77.07694549
510131019002,2024,38.89203522,-77.06967961
510131019002,2045,38.89203522,-77.06967961
510131019003,2024,38.89227999,-77.07801952
510131019003,2045,38.89227999,-77.07801952
510131020011,2024,38.89373757,-77.07513144
510131020011,2045,38.89373757,-77.07513144
510131020012,2024,38.89278495,-77.07369535
510131020012,2045,38.89278495,-77.07369535
510131020021,2024,38.88547188,-77.0919715
510131020021,2045,38.88547188,-77.0919715
510131020031,2024,38.88219285,-77.09039665
510131020031,2045,38.88219285,-77.09039665
510131020032,2024,38.8787704,-77.0859947
510131020032,2045,38.8787704,-77.0859947
510131020033,2024,38.87650397,-77.08982644
510131020033,2045,38.87650397,-77.08982644
510131021001,2024,38.86713739,-77.10189872
510131021001,2045,38.86713739,-77.10189872
510131021002,2024,38.88590219,-77.08634174
510131021002,2045,38.88590219,-77.08634174
510131022001,2024,38.88981111,-77.08595089
510131022001,2045,38.88981111,-77.08595089
510131022002,2024,38.88834104,-77.0864889
510131022002,2045,38.88834104,-77.0864889
510131022003,2024,38.87438446,-77.1040793
510131022003,2045,38.87438446,-77.1040793
510131022004,2024,38.88294832,-77.09666863
510131022004,2045,38.88294832,-77.09666863
510131022005,2024,38.87528686,-77.09758474
510131022005,2045,38.87528686,-77.09758474
510131023011,2024,38.88007463,-77.10074547
510131023011,2045,38.88007463,-77.10074547
510131023012,2024,38.87886377,-77.10486665
510131023012,2045,38.87886377,-77.10486665
510131023021,2024,38.86123296,-77.12429144
510131023021,2045,38.86123296,-77.12429144
510131023022,2024,38.85804592,-77.12281325
510131023022,2045,38.85804592,-77.12281325
510131023023,2024,38.85962235,-77.11528371
510131023023,2045,38.85962235,-77.11528371
510131024001,2024,38.85829763,-77.11707111
510131024001,2045,38.85829763,-77.11707111
510131024002,2024,38.87152461,-77.08205825
510131024002,2045,38.87152461,-77.08205825
510131024003,2024,38.85623218,-77.11551662
510131024003,2045,38.85623218,-77.11551662
510131024004,2024,38.8714033,-77.08600619
510131024004,2045,38.8714033,-77.08600619
510131025001,2024,38.8685511,-77.09235936
510131025001,2045,38.8685511,-77.09235936
510131025002,2024,38.87084817,-77.09414736
510131025002,2045,38.87084817,-77.09414736
510131025003,2024,38.86711787,-77.07085358
510131025003,2045,38.86711787,-77.07085358
510131026001,2024,38.85772696,-77.09431358
510131026001,2045,38.85772696,-77.09431358
510131026002,2024,38.85591227,-77.10381413
510131026002,2045,38.85591227,-77.10381413
510131027011,2024,38.85581082,-77.09945739
510131027011,2045,38.85581082,-77.09945739
510131027012,2024,38.84968978,-77.09730482
510131027012,2045,38.84968978,-77.09730482
510131027021,2024,38.8552137,-77.10803809
510131027021,2045,38.8552137,-77.10803809
510131027022,2024,38.85266557,-77.11853118
510131027022,2045,38.85266557,-77.11853118
510131028021,2024,38.85110056,-77.11548087
510131028021,2045,38.85110056,-77.11548087
510131028031,2024,38.83980033,-77.10093355
510131028031,2045,38.83980033,-77.10093355
510131028032,2024,38.84151964,-77.09564327
510131028032,2045,38.84151964,-77.09564327
510131028033,2024,38.84089222,-77.09072379
510131028033,2045,38.84089222,-77.09072379
510131028041,2024,38.83806876,-77.09146413
510131028041,2045,38.83806876,-77.09146413
510131028042,2024,38.83626655,-77.0885322
510131028042,2045,38.83626655,-77.0885322
510131028043,2024,38.8614628,-77.08062185
510131028043,2045,38.8614628,-77.08062185
510131028044,2024,38.86279438,-77.07218219
510131028044,2045,38.86279438,-77.07218219
510131029011,2024,38.87860806,-77.07913387
510131029011,2045,38.87860806,-77.07913387
510131029012,2024,38.86777458,-77.07922021
510131029012,2045,38.86777458,-77.07922021
510131029013,2024,38.86323116,-77.04769723
510131029013,2045,38.86323116,-77.04769723
510131029031,2024,38.85940378,-77.05060816
