Geo,Year,UrbanArea,TownArea,RuralArea
510594811022,2024,13.73,0,0
510594811022,2045,13.73,0,0
515102001051,2024,13.81,0,0
515102001051,2045,13.81,0,0
510131035031,2024,13.82,0,0
510131035031,2045,13.82,0,0
510131036021,2024,13.87,0,0
510131036021,2045,13.87,0,0
515102012023,2024,13.87,0,0
515102012023,2045,13.87,0,0
510131014092,2024,13.97,0,0
510131014092,2045,13.97,0,0
515102001042,2024,14,0,0
515102001042,2045,14,0,0
510594616051,2024,14.05,0,0
510594616051,2045,14.05,0,0
515102003051,2024,14.25,0,0
515102003051,2045,14.25,0,0
515102006003,2024,14.56,0,0
515102006003,2045,14.56,0,0
515102016013,2024,14.95,0,0
515102016013,2045,14.95,0,0
510594811043,2024,15.22,0,0
510594811043,2045,15.22,0,0
510594205022,2024,15.29,0,0
510594205022,2045,15.29,0,0
510594527003,2024,15.31,0,0
510594527003,2045,15.31,0,0
510594528022,2024,15.43,0,0
510594528022,2045,15.43,0,0
510594528021,2024,15.46,0,0
510594528021,2045,15.46,0,0
510594205033,2024,15.92,0,0
510594205033,2045,15.92,0,0
510539801001,2024,0,7.97,7.97
510539801001,2045,0,7.97,7.97
510594802042,2024,15.94,0,0
510594802042,2045,15.94,0,0
515102004073,2024,16.16,0,0
515102004073,2045,16.16,0,0
515102003041,2024,16.2,0,0
515102003041,2045,16.2,0,0
510131016011,2024,16.36,0,0
510131016011,2045,16.36,0,0
510131035053,2024,16.77,0,0
510131035053,2045,16.77,0,0
515102012062,2024,16.81,0,0
515102012062,2045,16.81,0,0
510594152002,2024,17.02,0,0
510594152002,2045,17.02,0,0
515102004082,2024,17.17,0,0
515102004082,2045,17.17,0,0
510131014082,2024,17.2,0,0
510131014082,2045,17.2,0,0
510131032001,2024,17.22,0,0
510131032001,2045,17.22,0,0
510131017013,2024,17.27,0,0
510131017013,2045,17.27,0,0
510131028043,2024,17.35,0,0
510131028043,2045,17.35,0,0
515102016022,2024,17.45,0,0
515102016022,2045,17.45,0,0
515102001101,2024,17.73,0,0
515102001101,2045,17.73,0,0
510131015033,2024,18.26,0,0
510131015033,2045,18.26,0,0
510594811042,2024,18.35,0,0
510594811042,2045,18.35,0,0
510131029041,2024,18.7,0,0
510131029041,2045,18.7,0,0
510131018011,2024,18.71,0,0
510131018011,2045,18.71,0,0
517600403001,2024,19.07,0,0
517600403001,2045,19.07,0,0
515102001113,2024,19.18,0,0
515102001113,2045,19.18,0,0
510594205011,2024,19.2,0,0
510594205011,2045,19.2,0,0
511076110206,2024,19.51,0,0
511076110206,2045,19.51,0,0
515102004063,2024,19.53,0,0
515102004063,2045,19.53,0,0
511959312003,2024,19.88,0,0
511959312003,2045,19.88,0,0
517100049002,2024,19.91,0,0
517100049002,2045,19.91,0,0
510131034052,2024,20.52,0,0
510131034052,2045,20.52,0,0
510131034012,2024,20.54,0,0
510131034012,2045,20.54,0,0
517600205022,2024,20.6,0,0
517600205022,2045,20.6,0,0
515102001021,2024,20.64,0,0
515102001021,2045,20.64,0,0
510131017011,2024,20.82,0,0
510131017011,2045,20.82,0,0
515102004064,2024,20.84,0,0
515102004064,2045,20.84,0,0
510131035054,2024,20.94,0,0
510131035054,2045,20.94,0,0
515102016014,2024,21.4,0,0
515102016014,2045,21.4,0,0
510131018041,2024,21.62,0,0
510131018041,2045,21.62,0,0
510131017012,2024,21.81,0,0
510131017012,2045,21.81,0,0
511959307003,2024,0,11.02,11.02
511959307003,2045,0,11.02,11.02
510131016021,2024,22.5,0,0
510131016021,2045,22.5,0,0
515102012024,2024,22.85,0,0
515102012024,2045,22.85,0,0
515102018031,2024,23.25,0,0
515102018031,2045,23.25,0,0
515102018054,2024,23.31,0,0
515102018054,2045,23.31,0,0
517100035011,2024,23.51,0,0
517100035011,2045,23.51,0,0
515102007032,2024,23.66,0,0
515102007032,2045,23.66,0,0
515102007051,2024,23.74,0,0
515102007051,2045,23.74,0,0
518100430052,2024,23.82,0,0
518100430052,2045,23.82,0,0
517100048002,2024,23.95,0,0
517100048002,2045,23.95,0,0
515102007053,2024,24.09,0,0
515102007053,2045,24.09,0,0
515102003042,2024,24.25,0,0
515102003042,2045,24.25,0,0
515102020022,2024,24.33,0,0
515102020022,2045,24.33,0,0
510131015012,2024,24.46,0,0
510131015012,2045,24.46,0,0
510131016034,2024,24.57,0,0
510131016034,2045,24.57,0,0
510131033002,2024,24.57,0,0
510131033002,2045,24.57,0,0
510131018013,2024,24.58,0,0
510131018013,2045,24.58,0,0
517100040022,2024,24.73,0,0
517100040022,2045,24.73,0,0
515102003023,2024,24.83,0,0
515102003023,2045,24.83,0,0
511076110202,2024,25.02,0,0
511076110202,2045,25.02,0,0
510131020011,2024,25.1,0,0
510131020011,2045,25.1,0,0
510131016031,2024,25.15,0,0
510131016031,2045,25.15,0,0
510131014063,2024,25.34,0,0
510131014063,2045,25.34,0,0
510594712013,2024,25.44,0,0
510594712013,2045,25.44,0,0
510594221023,2024,25.73,0,0
510594221023,2045,25.73,0,0
515102012051,2024,25.79,0,0
515102012051,2045,25.79,0,0
515102001061,2024,26.02,0,0
515102001061,2045,26.02,0,0
510131035041,2024,26.11,0,0
510131035041,2045,26.11,0,0
510594822051,2024,26.14,0,0
510594822051,2045,26.14,0,0
510131017051,2024,26.19,0,0
510131017051,2045,26.19,0,0
510131018012,2024,26.33,0,0
510131018012,2045,26.33,0,0
510131018042,2024,26.67,0,0
510131018042,2045,26.67,0,0
515102018053,2024,26.72,0,0
515102018053,2045,26.72,0,0
515102020013,2024,26.8,0,0
515102020013,2045,26.8,0,0
515102004083,2024,26.81,0,0
515102004083,2045,26.81,0,0
510131020012,2024,26.83,0,0
510131020012,2045,26.83,0,0
510594516013,2024,26.83,0,0
510594516013,2045,26.83,0,0
510872008071,2024,27.04,0,0
510872008071,2045,27.04,0,0
517100065023,2024,27.05,0,0
517100065023,2045,27.05,0,0
510131022004,2024,27.07,0,0
510131022004,2045,27.07,0,0
517100051003,2024,27.25,0,0
517100051003,2045,27.25,0,0
510594616052,2024,27.41,0,0
510594616052,2045,27.41,0,0
510594822042,2024,27.41,0,0
510594822042,2045,27.41,0,0
510594402022,2024,27.53,0,0
510594402022,2045,27.53,0,0
510594220001,2024,27.64,0,0
510594220001,2045,27.64,0,0
510131017031,2024,27.66,0,0
510131017031,2045,27.66,0,0
517100026002,2024,27.69,0,0
517100026002,2045,27.69,0,0
510131018032,2024,28.18,0,0
510131018032,2045,28.18,0,0
510594202022,2024,28.31,0,0
510594202022,2045,28.31,0,0
510131022003,2024,28.35,0,0
510131022003,2045,28.35,0,0
515102004072,2024,28.59,0,0
515102004072,2045,28.59,0,0
510131016022,2024,28.68,0,0
510131016022,2045,28.68,0,0
510131018051,2024,28.99,0,0
510131018051,2045,28.99,0,0
510131017053,2024,29.03,0,0
510131017053,2045,29.03,0,0
510594519003,2024,29.11,0,0
510594519003,2045,29.11,0,0
515102004092,2024,29.13,0,0
515102004092,2045,29.13,0,0
510872004171,2024,29.17,0,0
510872004171,2045,29.17,0,0
510131035052,2024,29.18,0,0
510131035052,2045,29.18,0,0
510131027022,2024,29.27,0,0
510131027022,2045,29.27,0,0
510131036022,2024,29.31,0,0
510131036022,2045,29.31,0,0
510131027021,2024,29.56,0,0
510131027021,2045,29.56,0,0
510131022002,2024,29.61,0,0
510131022002,2045,29.61,0,0
510131034053,2024,29.81,0,0
510131034053,2045,29.81,0,0
510594617003,2024,29.84,0,0
510594617003,2045,29.84,0,0
515102007033,2024,30.12,0,0
515102007033,2045,30.12,0,0
517600404002,2024,30.3,0,0
517600404002,2045,30.3,0,0
510131014021,2024,30.37,0,0
510131014021,2045,30.37,0,0
515102007034,2024,30.42,0,0
515102007034,2045,30.42,0,0
515102004091,2024,30.45,0,0
515102004091,2045,30.45,0,0
517600610013,2024,30.76,0,0
517600610013,2045,30.76,0,0
515102018051,2024,30.92,0,0
515102018051,2045,30.92,0,0
515102004093,2024,31.51,0,0
515102004093,2045,31.51,0,0
510872004172,2024,31.52,0,0
510872004172,2045,31.52,0,0
510594822041,2024,31.93,0,0
510594822041,2045,31.93,0,0
510131038003,2024,32.01,0,0
510131038003,2045,32.01,0,0
517600305012,2024,32.01,0,0
517600305012,2045,32.01,0,0
510594507022,2024,32.29,0,0
510594507022,2045,32.29,0,0
515102001052,2024,32.36,0,0
515102001052,2045,32.36,0,0
510594219003,2024,32.42,0,0
510594219003,2045,32.42,0,0
510594809031,2024,32.56,0,0
510594809031,2045,32.56,0,0
517600405001,2024,32.59,0,0
517600405001,2045,32.59,0,0
510131035013,2024,32.6,0,0
510131035013,2045,32.6,0,0
515102007052,2024,32.81,0,0
515102007052,2045,32.81,0,0
510131015011,2024,32.95,0,0
510131015011,2045,32.95,0,0
510594515011,2024,33.03,0,0
510594515011,2045,33.03,0,0
517600405002,2024,33.11,0,0
517600405002,2045,33.11,0,0
510594215004,2024,33.31,0,0
510594215004,2045,33.31,0,0
517600411003,2024,33.54,0,0
517600411003,2045,33.54,0,0
510594802041,2024,33.84,0,0
510594802041,2045,33.84,0,0
510131029042,2024,33.89,0,0
510131029042,2045,33.89,0,0
515102001112,2024,33.99,0,0
515102001112,2045,33.99,0,0
510872004073,2024,34.01,0,0
510872004073,2045,34.01,0,0
510131017032,2024,34.22,0,0
510131017032,2045,34.22,0,0
518100454083,2024,34.25,0,0
518100454083,2045,34.25,0,0
510131028041,2024,34.29,0,0
510131028041,2045,34.29,0,0
517600406002,2024,34.33,0,0
517600406002,2045,34.33,0,0
510131038001,2024,35.35,0,0
510131038001,2045,35.35,0,0
517600404003,2024,35.36,0,0
517600404003,2045,35.36,0,0
517600405003,2024,35.5,0,0
517600405003,2045,35.5,0,0
511539002032,2024,35.61,0,0
511539002032,2045,35.61,0,0
510131029013,2024,35.73,0,0
510131029013,2045,35.73,0,0
517000321332,2024,36.08,0,0
517000321332,2045,36.08,0,0
510594712043,2024,36.21,0,0
510594712043,2045,36.21,0,0
515102016012,2024,36.27,0,0
515102016012,2045,36.27,0,0
517600406001,2024,36.85,0,0
517600406001,2045,36.85,0,0
510131015023,2024,37.1,0,0
510131015023,2045,37.1,0,0
510131007005,2024,37.37,0,0
510131007005,2045,37.37,0,0
518100448074,2024,37.48,0,0
518100448074,2045,37.48,0,0
515102001093,2024,37.68,0,0
515102001093,2045,37.68,0,0
511210202011,2024,37.73,0,0
511210202011,2045,37.73,0,0
517100006003,2024,37.75,0,0
517100006003,2045,37.75,0,0
510872008072,2024,37.97,0,0
510872008072,2045,37.97,0,0
515102001041,2024,38.14,0,0
515102001041,2045,38.14,0,0
517000301004,2024,38.14,0,0
517000301004,2045,38.14,0,0
515102012022,2024,38.45,0,0
515102012022,2045,38.45,0,0
517600302004,2024,38.49,0,0
517600302004,2045,38.49,0,0
510594917041,2024,38.51,0,0
510594917041,2045,38.51,0,0
510131027012,2024,38.54,0,0
510131027012,2045,38.54,0,0
517600302001,2024,38.68,0,0
517600302001,2045,38.68,0,0
510594206002,2024,38.7,0,0
510594206002,2045,38.7,0,0
515102014003,2024,38.91,0,0
515102014003,2045,38.91,0,0
515102007042,2024,38.94,0,0
515102007042,2045,38.94,0,0
515102001111,2024,39.03,0,0
515102001111,2045,39.03,0,0
510131029011,2024,39.08,0,0
510131029011,2045,39.08,0,0
510872001441,2024,39.09,0,0
510872001441,2045,39.09,0,0
511539005022,2024,39.14,0,0
511539005022,2045,39.14,0,0
510131022005,2024,39.23,0,0
510131022005,2045,39.23,0,0
516839104013,2024,39.29,0,0
516839104013,2045,39.29,0,0
510594811032,2024,39.36,0,0
510594811032,2045,39.36,0,0
516839104012,2024,39.36,0,0
516839104012,2045,39.36,0,0
510131028044,2024,39.58,0,0
510131028044,2045,39.58,0,0
515102001062,2024,39.71,0,0
515102001062,2045,39.71,0,0
510594216002,2024,39.75,0,0
510594216002,2045,39.75,0,0
510594224011,2024,39.77,0,0
510594224011,2045,39.77,0,0
517600610021,2024,39.9,0,0
517600610021,2045,39.9,0,0
510131015021,2024,40.08,0,0
510131015021,2045,40.08,0,0
510131020021,2024,40.15,0,0
510131020021,2045,40.15,0,0
510131020032,2024,40.3,0,0
510131020032,2045,40.3,0,0
518100456062,2024,40.46,0,0
518100456062,2045,40.46,0,0
510594214002,2024,40.47,0,0
510594214002,2045,40.47,0,0
517100065013,2024,40.56,0,0
517100065013,2045,40.56,0,0
515102012063,2024,40.68,0,0
515102012063,2045,40.68,0,0
517600405004,2024,40.76,0,0
517600405004,2045,40.76,0,0
517600205023,2024,41.09,0,0
517600205023,2045,41.09,0,0
517100029003,2024,41.19,0,0
517100029003,2045,41.19,0,0
517100009014,2024,41.26,0,0
517100009014,2045,41.26,0,0
511539011011,2024,41.47,0,0
511539011011,2045,41.47,0,0
517100059013,2024,41.58,0,0
517100059013,2045,41.58,0,0
517600305013,2024,41.6,0,0
517600305013,2045,41.6,0,0
510594802032,2024,41.71,0,0
510594802032,2045,41.71,0,0
510594808013,2024,41.8,0,0
510594808013,2045,41.8,0,0
517100016001,2024,42.2,0,0
517100016001,2045,42.2,0,0
510872001333,2024,42.25,0,0
510872001333,2045,42.25,0,0
515102018041,2024,42.41,0,0
515102018041,2045,42.41,0,0
517600610022,2024,42.44,0,0
517600610022,2045,42.44,0,0
515102016023,2024,42.59,0,0
515102016023,2045,42.59,0,0
517402109002,2024,42.9,0,0
517402109002,2045,42.9,0,0
517600109003,2024,43,0,0
517600109003,2045,43,0,0
517100042002,2024,43.05,0,0
517100042002,2045,43.05,0,0
517600206002,2024,43.14,0,0
517600206002,2045,43.14,0,0
515102003022,2024,43.44,0,0
515102003022,2045,43.44,0,0
515102018021,2024,43.44,0,0
515102018021,2045,43.44,0,0
510594214003,2024,43.67,0,0
510594214003,2045,43.67,0,0
517600402012,2024,43.69,0,0
517600402012,2045,43.69,0,0
517000311003,2024,43.82,0,0
517000311003,2045,43.82,0,0
515102008023,2024,43.95,0,0
515102008023,2045,43.95,0,0
518100458094,2024,44.04,0,0
518100458094,2045,44.04,0,0
515102004062,2024,44.14,0,0
515102004062,2045,44.14,0,0
517100005004,2024,44.22,0,0
517100005004,2045,44.22,0,0
515102010002,2024,44.25,0,0
515102010002,2045,44.25,0,0
518100460183,2024,44.38,0,0
518100460183,2045,44.38,0,0
510131016033,2024,44.4,0,0
510131016033,2045,44.4,0,0
510131035051,2024,44.48,0,0
510131035051,2045,44.48,0,0
515102005002,2024,44.51,0,0
515102005002,2045,44.51,0,0
515102018052,2024,44.58,0,0
515102018052,2045,44.58,0,0
510594523012,2024,44.65,0,0
510594523012,2045,44.65,0,0
518100440063,2024,44.66,0,0
518100440063,2045,44.66,0,0
510131029043,2024,44.67,0,0
510131029043,2045,44.67,0,0
510594914014,2024,44.68,0,0
510594914014,2045,44.68,0,0
510131035011,2024,44.8,0,0
510131035011,2045,44.8,0,0
510131034051,2024,44.87,0,0
510131034051,2045,44.87,0,0
510594619011,2024,44.88,0,0
510594619011,2045,44.88,0,0
515102020011,2024,44.89,0,0
515102020011,2045,44.89,0,0
517100013001,2024,44.96,0,0
517100013001,2045,44.96,0,0
511539007011,2024,45.17,0,0
511539007011,2045,45.17,0,0
515102020012,2024,45.26,0,0
515102020012,2045,45.26,0,0
517100040021,2024,45.37,0,0
517100040021,2045,45.37,0,0
511210203012,2024,45.52,0,0
511210203012,2045,45.52,0,0
517100055002,2024,45.72,0,0
517100055002,2045,45.72,0,0
515102018022,2024,45.83,0,0
515102018022,2045,45.83,0,0
510594917073,2024,45.84,0,0
510594917073,2045,45.84,0,0
515102004041,2024,46.09,0,0
515102004041,2045,46.09,0,0
510131024001,2024,46.19,0,0
510131024001,2045,46.19,0,0
510594223023,2024,46.2,0,0
510594223023,2045,46.2,0,0
515102006002,2024,46.45,0,0
515102006002,2045,46.45,0,0
510594605031,2024,46.47,0,0
510594605031,2045,46.47,0,0
517100044001,2024,46.55,0,0
517100044001,2045,46.55,0,0
517600204002,2024,46.59,0,0
517600204002,2045,46.59,0,0
510131022001,2024,46.64,0,0
510131022001,2045,46.64,0,0
515500201004,2024,46.78,0,0
515500201004,2045,46.78,0,0
510594825073,2024,46.83,0,0
510594825073,2045,46.83,0,0
515102011001,2024,46.83,0,0
515102011001,2045,46.83,0,0
510594205031,2024,46.9,0,0
510594205031,2045,46.9,0,0
515102005003,2024,46.9,0,0
515102005003,2045,46.9,0,0
510594916011,2024,46.92,0,0
510594916011,2045,46.92,0,0
510872001251,2024,46.95,0,0
510872001251,2045,46.95,0,0
511539006022,2024,47.01,0,0
511539006022,2045,47.01,0,0
510872011031,2024,47.08,0,0
510872011031,2045,47.08,0,0
517000308002,2024,47.11,0,0
517000308002,2045,47.11,0,0
517100065021,2024,47.23,0,0
517100065021,2045,47.23,0,0
510131020033,2024,47.68,0,0
510131020033,2045,47.68,0,0
517600404001,2024,47.76,0,0
517600404001,2045,47.76,0,0
510872001461,2024,47.88,0,0
510872001461,2045,47.88,0,0
517100027001,2024,48.14,0,0
517100027001,2045,48.14,0,0
515102001102,2024,48.38,0,0
515102001102,2045,48.38,0,0
518100430051,2024,48.4,0,0
518100430051,2045,48.4,0,0
517600204005,2024,48.56,0,0
517600204005,2045,48.56,0,0
510594514002,2024,48.63,0,0
510594514002,2045,48.63,0,0
510872001063,2024,48.65,0,0
510872001063,2045,48.65,0,0
517600208001,2024,48.67,0,0
517600208001,2045,48.67,0,0
517100044003,2024,48.85,0,0
517100044003,2045,48.85,0,0
518100458093,2024,49.02,0,0
518100458093,2045,49.02,0,0
515102012041,2024,49.06,0,0
515102012041,2045,49.06,0,0
510131018031,2024,49.11,0,0
510131018031,2045,49.11,0,0
517600602003,2024,49.18,0,0
517600602003,2045,49.18,0,0
510131032002,2024,49.29,0,0
510131032002,2045,49.29,0,0
515102001092,2024,49.4,0,0
515102001092,2045,49.4,0,0
517600205021,2024,49.43,0,0
517600205021,2045,49.43,0,0
510594713032,2024,49.58,0,0
510594713032,2045,49.58,0,0
515400006003,2024,49.6,0,0
515400006003,2045,49.6,0,0
510594811041,2024,49.64,0,0
510594811041,2045,49.64,0,0
511076106043,2024,49.78,0,0
511076106043,2045,49.78,0,0
510131008002,2024,49.93,0,0
510131008002,2045,49.93,0,0
517600207001,2024,50.4,0,0
517600207001,2045,50.4,0,0
510594802031,2024,50.41,0,0
510594802031,2045,50.41,0,0
511990502071,2024,50.57,0,0
511990502071,2045,50.57,0,0
510594812022,2024,50.77,0,0
510594812022,2045,50.77,0,0
510131018033,2024,50.79,0,0
510131018033,2045,50.79,0,0
518100404031,2024,50.87,0,0
518100404031,2045,50.87,0,0
511210204011,2024,50.93,0,0
511210204011,2045,50.93,0,0
511539008031,2024,51.08,0,0
511539008031,2045,51.08,0,0
510872001232,2024,51.11,0,0
510872001232,2045,51.11,0,0
511076110204,2024,51.14,0,0
511076110204,2045,51.14,0,0
510872007001,2024,51.26,0,0
510872007001,2045,51.26,0,0
518100454055,2024,51.41,0,0
518100454055,2045,51.41,0,0
517000303005,2024,51.43,0,0
517000303005,2045,51.43,0,0
517100035014,2024,51.95,0,0
517100035014,2045,51.95,0,0
517000322252,2024,52.12,0,0
517000322252,2045,52.12,0,0
517100004002,2024,52.26,0,0
517100004002,2045,52.26,0,0
515102012021,2024,52.37,0,0
515102012021,2045,52.37,0,0
518100462172,2024,52.4,0,0
518100462172,2045,52.4,0,0
510131024003,2024,52.43,0,0
510131024003,2045,52.43,0,0
510872001371,2024,52.43,0,0
510872001371,2045,52.43,0,0
510131019003,2024,52.47,0,0
510131019003,2045,52.47,0,0
518400001023,2024,52.56,0,0
518400001023,2045,52.56,0,0
517600706013,2024,52.71,0,0
517600706013,2045,52.71,0,0
517100028002,2024,52.74,0,0
517100028002,2045,52.74,0,0
510872001482,2024,52.81,0,0
510872001482,2045,52.81,0,0
510594204002,2024,52.86,0,0
510594204002,2045,52.86,0,0
518100462132,2024,53.1,0,0
518100462132,2045,53.1,0,0
511539007014,2024,53.21,0,0
511539007014,2045,53.21,0,0
510594821001,2024,53.53,0,0
510594821001,2045,53.53,0,0
510594912014,2024,53.58,0,0
510594912014,2045,53.58,0,0
518100440051,2024,53.76,0,0
518100440051,2045,53.76,0,0
518100402003,2024,53.86,0,0
518100402003,2045,53.86,0,0
517100029004,2024,54.14,0,0
517100029004,2045,54.14,0,0
511539017043,2024,54.22,0,0
511539017043,2045,54.22,0,0
517600305011,2024,54.25,0,0
517600305011,2045,54.25,0,0
515102014002,2024,54.38,0,0
515102014002,2045,54.38,0,0
515102013003,2024,54.46,0,0
515102013003,2045,54.46,0,0
510594516011,2024,54.57,0,0
510594516011,2045,54.57,0,0
517100043001,2024,54.57,0,0
517100043001,2045,54.57,0,0
515400002013,2024,54.65,0,0
515400002013,2045,54.65,0,0
510131008001,2024,54.71,0,0
510131008001,2045,54.71,0,0
511210204022,2024,54.82,0,0
511210204022,2045,54.82,0,0
515102014004,2024,54.88,0,0
515102014004,2045,54.88,0,0
517100005001,2024,54.92,0,0
517100005001,2045,54.92,0,0
510872008053,2024,54.93,0,0
510872008053,2045,54.93,0,0
517600411001,2024,54.98,0,0
517600411001,2045,54.98,0,0
517600204001,2024,55.09,0,0
517600204001,2045,55.09,0,0
515200202012,2024,55.38,0,0
515200202012,2045,55.38,0,0
510131028042,2024,55.4,0,0
510131028042,2045,55.4,0,0
510594822034,2024,55.44,0,0
510594822034,2045,55.44,0,0
510131007006,2024,55.47,0,0
510131007006,2045,55.47,0,0
510131030003,2024,55.57,0,0
510131030003,2045,55.57,0,0
515102005001,2024,55.68,0,0
515102005001,2045,55.68,0,0
518100404063,2024,55.87,0,0
518100404063,2045,55.87,0,0
515102008022,2024,56.07,0,0
515102008022,2045,56.07,0,0
518100410042,2024,56.38,0,0
518100410042,2045,56.38,0,0
510872011023,2024,56.42,0,0
510872011023,2045,56.42,0,0
517100005003,2024,56.98,0,0
517100005003,2045,56.98,0,0
510131010002,2024,57.21,0,0
510131010002,2045,57.21,0,0
515109800001,2024,57.21,0,0
515109800001,2045,57.21,0,0
518100462212,2024,57.6,0,0
518100462212,2045,57.6,0,0
510872001254,2024,57.62,0,0
510872001254,2045,57.62,0,0
515102016011,2024,57.9,0,0
515102016011,2045,57.9,0,0
518100440072,2024,57.91,0,0
518100440072,2045,57.91,0,0
510594917033,2024,57.92,0,0
510594917033,2045,57.92,0,0
510872004113,2024,58.31,0,0
510872004113,2045,58.31,0,0
518100460133,2024,58.39,0,0
518100460133,2045,58.39,0,0
510131030001,2024,58.51,0,0
510131030001,2045,58.51,0,0
510594222021,2024,58.53,0,0
510594222021,2045,58.53,0,0
518000655002,2024,58.59,0,0
518000655002,2045,58.59,0,0
517100031002,2024,58.65,0,0
517100031002,2045,58.65,0,0
515400002022,2024,58.76,0,0
515400002022,2045,58.76,0,0
517402124003,2024,58.81,0,0
517402124003,2045,58.81,0,0
511539016021,2024,59.18,0,0
511539016021,2045,59.18,0,0
516839102023,2024,59.26,0,0
516839102023,2045,59.26,0,0
510131036012,2024,59.34,0,0
510131036012,2045,59.34,0,0
517600501002,2024,59.6,0,0
517600501002,2045,59.6,0,0
510594712011,2024,59.61,0,0
510594712011,2045,59.61,0,0
517600410002,2024,59.81,0,0
517600410002,2045,59.81,0,0
510131027011,2024,59.82,0,0
510131027011,2045,59.82,0,0
510131007001,2024,59.83,0,0
510131007001,2045,59.83,0,0
510872004121,2024,59.91,0,0
510872004121,2045,59.91,0,0
510594911034,2024,60.02,0,0
510594911034,2045,60.02,0,0
510872004042,2024,60.02,0,0
510872004042,2045,60.02,0,0
516600001013,2024,0,30.01,30.01
516600001013,2045,0,30.01,30.01
510872001332,2024,60.05,0,0
510872001332,2045,60.05,0,0
510131021001,2024,60.06,0,0
510131021001,2045,60.06,0,0
517600410001,2024,60.09,0,0
517600410001,2045,60.09,0,0
510131036013,2024,60.11,0,0
510131036013,2045,60.11,0,0
517100003002,2024,60.14,0,0
517100003002,2045,60.14,0,0
510594525023,2024,60.27,0,0
510594525023,2045,60.27,0,0
517100059011,2024,60.45,0,0
517100059011,2045,60.45,0,0
516500101043,2024,60.58,0,0
516500101043,2045,60.58,0,0
517600411004,2024,60.58,0,0
517600411004,2045,60.58,0,0
517600204004,2024,60.75,0,0
517600204004,2045,60.75,0,0
517600209001,2024,61.06,0,0
517600209001,2045,61.06,0,0
515102001081,2024,61.1,0,0
515102001081,2045,61.1,0,0
510131019001,2024,61.28,0,0
510131019001,2045,61.28,0,0
517600302003,2024,61.35,0,0
517600302003,2045,61.35,0,0
517100026003,2024,61.47,0,0
517100026003,2045,61.47,0,0
515102018032,2024,61.55,0,0
515102018032,2045,61.55,0,0
510872001531,2024,61.7,0,0
510872001531,2045,61.7,0,0
510131036011,2024,61.84,0,0
510131036011,2045,61.84,0,0
515102004061,2024,61.92,0,0
515102004061,2045,61.92,0,0
510131013002,2024,61.97,0,0
510131013002,2045,61.97,0,0
510594912011,2024,62.02,0,0
510594912011,2045,62.02,0,0
510594917072,2024,62.03,0,0
510594917072,2045,62.03,0,0
